Sl. No.,Test.Set.Name,Test.Name,Test.Id,Req.Id,Requirement.Name,LastCycleID,LastCycle.1.Runstatus,RegWt,ReqSize,ReqQuality,ActualResult,PredictedResult
2982,BHE & HOLD_BAG Menu,[1]006_5063_WS_ReflightBag_NotExistingOutbound flight,74004,8502,5063_WS_Reflight Bag_One onwardDest,4,0,0,1,1,0,0
2983,Reflight Bag,[1]006_5063_WS_ReflightBag_NotExistingOutbound flight,74004,8502,5063_WS_Reflight Bag_One onwardDest,4,0,0,1,1,0,0
2984,Change Request_Old CR,[1]CR_3984_4140_001_Verify that intermittent slow response  does not face While continuous Scanning the bags from HHT,76419,8503,QC_3984_HHT>> Intermittent slow response on continuous scanning of bags in BagEnquiry screen,0,0,0,0,0,0,0
2985,Change Request_Old CR,[1]CR_3989_001_Create unknown bag from Load Bag into BHE screen using carrier code having no numeric code  and verify that a warning should be displayed that bag has no BTIC,76423,8504,"QC_3989_HHT>Update UNK bag.  If the tag # was entered manually in CCTN format for a non-existing carrier, an UNK record is created but tag number is not displayed on Bag List enquiry.",0,0,0,0,0,0,0
2986,Change Request_Old CR,[1]CR_3989_002_Create unknown bag from Load Bag into HOLD screen using carrier code having no numeric code  and verify that a warning should be displayed that bag has no BTIC,76424,8504,"QC_3989_HHT>Update UNK bag.  If the tag # was entered manually in CCTN format for a non-existing carrier, an UNK record is created but tag number is not displayed on Bag List enquiry.",0,0,0,0,0,0,0
2987,Change Request_Old CR,[1]CR_3989_003_Create unknown bag from Bag Enquiry screen using carrier code having no numeric code  and verify that a warning should be displayed that bag has no BTI,76425,8504,"QC_3989_HHT>Update UNK bag.  If the tag # was entered manually in CCTN format for a non-existing carrier, an UNK record is created but tag number is not displayed on Bag List enquiry.",0,0,0,0,0,0,0
2988,Misc,[1]QC_2153_001_WS_ Message Center Alert_ Verify the location dropdown if User Alert is set as None,73940,8505,WS-> Message Center Alerts,3,0,0,1,1,0,0
2989,Change Request_Old CR,[1]CR_3998_001_Bag Enquiry_Verify the User Id and Device ID in bag History at originator column,76428,8506,QC_3998_IWS>Bag Enquiry. Display userid responsible for handling (scanning) bag,0,0,0,0,0,0,0
2990,BHE & HOLD_BAG Menu,[1]QC_3037_ 001_ WS_ Reflight Bag_ Bag status is Expected,73952,8507,QC_3037_  WS_ Reflight Bag_ Bag status is Expected,4,0,0,1,1,0,0
2991,Bag Menu,[1]QC_3037_ 001_ WS_ Reflight Bag_ Bag status is Expected,73952,8507,QC_3037_  WS_ Reflight Bag_ Bag status is Expected,4,0,0,1,1,0,0
2992,BHE & HOLD_BAG Menu,[1]QC_3037_ 002_ WS_ Reflight Bag_ Bag is loaded in Hold,73953,8507,QC_3037_  WS_ Reflight Bag_ Bag status is Expected,7,0,0,1,1,0,0
2993,Reflight Bag,[1]QC_3037_ 002_ WS_ Reflight Bag_ Bag is loaded in Hold,73953,8507,QC_3037_  WS_ Reflight Bag_ Bag status is Expected,7,0,0,1,1,0,0
2994,Bag Menu,[1]QC_3037_ 002_ WS_ Reflight Bag_ Bag is loaded in Hold,73953,8507,QC_3037_  WS_ Reflight Bag_ Bag status is Expected,7,0,0,1,1,0,0
2995,BHE & HOLD_BAG Menu,[1]QC_3037_ 003_ WS_ Reflight Bag_ Bag is loaded in BHE,73954,8507,QC_3037_  WS_ Reflight Bag_ Bag status is Expected,0,0,0,0,0,0,0
2996,Change Request_Old CR,[1]CR_3999_001_Verify scroll for flights at Departure Flight menu,76431,8508,"QC_3999_HHT> Flight Monitor screen.  On entry, place the cursor in the on the Flight List to allow scroll - not on the Action List as at present.",0,0,0,0,0,0,0
2997,Change Request_Old CR,[1]CR_3999_002_Verify scroll for flights at Arrival Flight menu,76432,8508,"QC_3999_HHT> Flight Monitor screen.  On entry, place the cursor in the on the Flight List to allow scroll - not on the Action List as at present.",0,0,0,0,0,0,0
2998,BHE & HOLD_BAG Menu,[1]QC_4645_001_WS_Reflight UNK bag_Verfiy the flight information in WTR messages in database,73937,8509,QC_4645_WS_Reflight UNK bag_Verfiy the flight information in WTR messages in database,0,0,0,0,0,0,0
2999,BHE & HOLD_BAG Menu,[1]QC_4645_002_WS_Reflight Tagless bag_Verfiy the flight information in WTR messages in database,73938,8509,QC_4645_WS_Reflight UNK bag_Verfiy the flight information in WTR messages in database,0,0,0,0,0,0,0
3000,BHE & HOLD_BAG Menu,[1]QC_4645_004_WS_Reflight UNK bag_Verfiy the flight information in WTR messages in database,73939,8509,QC_4645_WS_Reflight UNK bag_Verfiy the flight information in WTR messages in database,0,0,0,0,0,0,0
3001,Change Request_Old CR,[1]CR_4018_001_HHT_Assign BHE_Assign BHE and Confirm BHE should be same,76438,8510,QC_4018_Singapore only CR requiring confirmation of ULD ID during HHT>Assign BHE,4,0,0,1,1,0,0
3002,Misc& Common,[1]CR_4018_001_HHT_Assign BHE_Assign BHE and Confirm BHE should be same,76438,8510,QC_4018_Singapore only CR requiring confirmation of ULD ID during HHT>Assign BHE,4,0,0,1,1,0,0
3003,Change Request_Old CR,[1]CR_4018_002_HHT _Assign BHE_Assign BHE and Confirm BHE should be different,76439,8510,QC_4018_Singapore only CR requiring confirmation of ULD ID during HHT>Assign BHE,4,0,0,1,1,0,0
3004,Misc& Common,[1]CR_4018_002_HHT _Assign BHE_Assign BHE and Confirm BHE should be different,76439,8510,QC_4018_Singapore only CR requiring confirmation of ULD ID during HHT>Assign BHE,4,0,0,1,1,0,0
3005,Change Request_Old CR,[1]CR_4018_003_HHT_Assign BHE_Assign BHE and Confirm BHE should be same but multi assigned to same flight,76440,8510,QC_4018_Singapore only CR requiring confirmation of ULD ID during HHT>Assign BHE,4,0,0,1,1,0,0
3006,Misc& Common,[1]CR_4018_003_HHT_Assign BHE_Assign BHE and Confirm BHE should be same but multi assigned to same flight,76440,8510,QC_4018_Singapore only CR requiring confirmation of ULD ID during HHT>Assign BHE,4,0,0,1,1,0,0
3007,Change Request_Old CR,[1]CR_4018_004_HHT_Assign BHE_Assign BHE and Confirm BHE should be same but multi assigned to different flight,76442,8510,QC_4018_Singapore only CR requiring confirmation of ULD ID during HHT>Assign BHE,0,0,0,0,0,0,0
3008,Change Request_Old CR,[1]CR_4025_4098_001_Verify that user is able to scan valid 9 character(with leading digit) Bag Tag IDs on Bag Enquiry Screen,76446,8513,QC_4025_HHT>> BagEnquiry causing spikes and slowdown of the system.,0,0,0,0,0,0,0
3009,Change Request_Old CR,[1]CR_4025_4098_002_Verify that user is able to scan valid 8 character(without leading digit) Bag Tag IDs on Bag Enquiry Screen,76447,8513,QC_4025_HHT>> BagEnquiry causing spikes and slowdown of the system.,0,0,0,0,0,0,0
3010,Change Request_Old CR,[1]CR_4025_4098_003_Verify that user is able to scan valid tag Ids(with Issuer code) on Bag Enquiry Screen,76448,8513,QC_4025_HHT>> BagEnquiry causing spikes and slowdown of the system.,0,0,0,0,0,0,0
3011,Change Request_Old CR,[1]CR_4025_4098_004_Verify that user is able to scan invalid tag Ids on Bag Enquiry Screen,76449,8513,QC_4025_HHT>> BagEnquiry causing spikes and slowdown of the system.,0,0,0,0,0,0,0
3012,Change Request_Old CR,"[1]CR_4041_4154_001_ Verify the error messages on HHT, BHE & HOLD Menu screens when the invalid flight Id or BHE Id or CS Id or Tag Id are entered as input",76452,8514,"QC_4041_HHT >> CS Id, BHE Id and Bag tag Id goes blank in some screens causing spikes in performance",0,0,0,0,0,0,0
3013,Change Request_Old CR,"[1]CR_4041_4154_002_Verify the error messages on HHT, Bag Menu screens when flight Id or BHE Id or CS Id or Tag Id are left blank",76454,8514,"QC_4041_HHT >> CS Id, BHE Id and Bag tag Id goes blank in some screens causing spikes in performance",0,0,0,0,0,0,0
3014,Change Request_Old CR,"[1]CR_4041_4154_003_ Verify the error messages on HHT, Bag Menu screens when the invalid flight Id or BHE Id or CS Id or Tag Id are entered as input",76456,8514,"QC_4041_HHT >> CS Id, BHE Id and Bag tag Id goes blank in some screens causing spikes in performance",0,0,0,0,0,0,0
3015,Change Request_Old CR,"[1]CR_4041_4154_004_ Verify the error messages on HHT, Bag Menu screens when the flight Id or BHE Id or CS Id or Tag Id are left blank",76457,8514,"QC_4041_HHT >> CS Id, BHE Id and Bag tag Id goes blank in some screens causing spikes in performance",0,0,0,0,0,0,0
3016,Change Request_Old CR,"[1]CR_4041_4154_005_ Verify the error messages on HHT, Departure Flights Menu screens when the invalid flight Id or BHE Id or CS Id or Tag Id are entered as input",76458,8514,"QC_4041_HHT >> CS Id, BHE Id and Bag tag Id goes blank in some screens causing spikes in performance",0,0,0,0,0,0,0
3017,Change Request_Old CR,"[1]CR_4041_4154_006_ Verify the error messages on HHT, Departure Flights Menu screens when flight Id or BHE Id or CS Id or Tag Id is left blank",76459,8514,"QC_4041_HHT >> CS Id, BHE Id and Bag tag Id goes blank in some screens causing spikes in performance",0,0,0,0,0,0,0
3018,Change Request_Old CR,"[1]CR_4041_4154_007_ Verify the error messages on HHT, Arrival Flights Menu screens when the invalid flight Id or BHE Id or CS Id or Tag Id are entered as input",76460,8514,"QC_4041_HHT >> CS Id, BHE Id and Bag tag Id goes blank in some screens causing spikes in performance",0,0,0,0,0,0,0
3019,Change Request_Old CR,"[1]CR_4041_4154_008_ Verify the error messages on HHT, Arrival Flights Menu screens when  flight Id or BHE Id or CS Id or Tag Id is left blank",76461,8514,"QC_4041_HHT >> CS Id, BHE Id and Bag tag Id goes blank in some screens causing spikes in performance",0,0,0,0,0,0,0
3020,Change Request_Old CR,"[1]CR_4041_4154_009_ Verify the error messages on HHT, Update Unknown Screen when the invalid or blank flight Id is entered as input",76462,8514,"QC_4041_HHT >> CS Id, BHE Id and Bag tag Id goes blank in some screens causing spikes in performance",0,0,0,0,0,0,0
3021,Change Request_Old CR,[1]CR_4127_001_HHT_Manually load the bag from Load Bag into BHE and verify the entry in the Bag History,76530,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3022,Change Request_Old CR,[1]CR_4127_002_HHT_Manually load the bag from Load Bag into Hold and verify the entry in the Bag History,76531,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3023,Change Request_Old CR,[1]CR_4127_004_HHT_Manually track the bag from Track Bag screen and verify the entry in the Bag History,76532,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3024,Change Request_Old CR,[1]CR_4127_005_HHT_Manually offload the bag from Offload Bag screen and verify the manual entry in the Bag History,76533,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3025,Change Request_Old CR,[1]CR_4127_006_HHT_Manually offload the bag from BHE Enquiry screen and verify the manual entry in the Bag History,76534,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3026,Change Request_Old CR,[1]CR_4127_007_HHT_Scan load the bag from Load Bag into BHE and verify the entry in the Bag History,76535,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3027,Change Request_Old CR,[1]CR_4127_008_HHT_Scan load the bag from Load Bag into Hold and verify the entry in the Bag History,76536,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3028,Change Request_Old CR,[1]CR_4127_009_HHT_Scan load the bag from Suggest BHE and verify the entry in the Bag History,76537,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3029,Change Request_Old CR,[1]CR_4127_010_HHT_Scan track the bag from Track Bag screen and verify the entry in the Bag History,76538,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3030,Change Request_Old CR,[1]CR_4127_011_HHT_Scan offload the bag from Offload Bag screen and verify the manual entry in the Bag History,76539,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3031,Change Request_Old CR,[1]CR_4127_012_HHT_Scan offload the bag from BHE Enquiry screen and verify the manual entry in the Bag History,76540,8515,QC_4127_HHT>Offload BHE contents.  All bags are marked 'M' as if a manual transaction as done on them.  Also applies to some other screens,0,0,0,0,0,0,0
3032,BM6.0_Arrival Flight Monitor_Query_Verify(1_2_3_5_6),[1]WS_001_Arrival Flight Monitor_Query_Verify that station dropdown should be enabled for multi station user also verify the airports,56955,8516,WS_Departure Flight_Flight Monitor,3,0,0,2,1,0,0
3033,BM6.0_Arrival Flight Monitor_Query_Verify(1_2_3_5_6),[1]WS_002_Arrival Flight Monitor_Query_Verify that station dropdown should be disabled for single handled user,56956,8516,WS_Departure Flight_Flight Monitor,3,0,0,2,1,0,0
3034,BM6.0_Arrival Flight Monitor_Query_Verify(1_2_3_5_6),[1]WS_003_Arrival Flight Monitor_Query_Verify the ETA range and verify that flights and Arrival bags should be displayed according to ETA range,56957,8516,WS_Departure Flight_Flight Monitor,3,0,0,2,1,0,0
3035,BM6.0_Arrival Flight Monitor_Query_Verify(1_2_3_5_6),[1]WS_005_Arrival Flight Monitor_Query_Verify the Terminal and Zone  and verify that flights and arrival bags should be displayed according to selected query,56959,8516,WS_Departure Flight_Flight Monitor,3,0,0,2,1,0,0
3036,BM6.0_Arrival Flight Monitor_Query_Verify(1_2_3_5_6),[1]WS_006_Flight Monitor_Verify the Arrival Flight Status Filters,56960,8516,WS_Departure Flight_Flight Monitor,3,0,0,2,1,0,0
3037,BM6.0_Arrival Flight Monitor_Query_Verify(1_2_3_5_6),[1]WS_007_Arrival Flight Monitor_Verify the Selected Flights only checkbox,56961,8516,WS_Departure Flight_Flight Monitor,3,0,0,2,1,0,0
3038,BM6.0_Arrival Flight Monitor_GUI validation(8-11),[1]WS_008_Arrival Flight Monitor_GUI validation_Verify the alignment and Flight section,56962,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3039,BM6.0_Arrival Flight Monitor_GUI validation(8-11),[1]WS_009_Arrival Flight Monitor_GUI validation_Verify the control dropdown options,56963,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3040,BM6.0_Arrival Flight Monitor_GUI validation(8-11),[1]WS_010_Arrival Flight Monitor_GUI validation_Verify the color of the ETA ATA column,56964,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3041,BM6.0_Arrival Flight Monitor_GUI validation(8-11),[1]WS_011_Arrival Flight Monitor_GUI validation_Verify the scrolling in the screen,56965,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3042,BM6.0_Arrival Flight Monitor_Sorting(12-15),[1]WS_012_Arrival Flight Monitor_Sorting_Verify the sorting in the Flight column,56966,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3043,BM6.0_Arrival Flight Monitor_Sorting(12-15),[1]WS_013_Arrival Flight Monitor_Sorting_Verify the sorting in the Date and STA column,56967,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3044,BM6.0_Arrival Flight Monitor_Sorting(12-15),[1]WS_014_Arrival Flight Monitor_Sorting_Verify the sorting in the ETA and ATA column,56968,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3045,BM6.0_Arrival Flight Monitor_Sorting(12-15),[1]WS_015_Arrival Flight Monitor_Sorting_Verify the sorting in the Stand column,56969,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3046,BM6.0_Arrival Flight Monitor_BagCount(16-20),[1]WS_016_Arrival Flight Monitor_Bag Count_Verify the count of Due  _Unloaded T n C bags when no bags are scanned,56970,8516,WS_Departure Flight_Flight Monitor,2,0,0,2,1,0,0
3047,BM6.0_Arrival Flight Monitor_BagCount(16-20),[1]WS_017_Arrival Flight Monitor_Bag Count_Verify the count of Due T n C _Unloaded T n C and  Not Seen when few bags are scanned,56971,8516,WS_Departure Flight_Flight Monitor,2,0,0,2,1,0,0
3048,BM6.0_Arrival Flight Monitor_BagCount(16-20),[1]WS_018_Arrival Flight Monitor_Bag Count_Verify the count of Due T n C _Unloaded T n C and  Not Seen when all bags are scanned,56972,8516,WS_Departure Flight_Flight Monitor,2,0,0,2,1,0,0
3049,BM6.0_Arrival Flight Monitor_BagCount(16-20),[1]WS_019_Arrival Flight Monitor_Verify the Bag count of Due and unloaded Bag T n C when all bags are scanned and there are assigned unknown bags also present,56973,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3050,BM6.0_Arrival Flight Monitor_BagCount(16-20),[1]WS_020_Arrival Flight Monitor_Verify the count of Hot bags,56974,8516,WS_Departure Flight_Flight Monitor,2,0,0,2,1,0,0
3051,Departure Flight Menu,[1]001_BM6.0_ Basic Flow1_Enquire Departure Flight Report (Flight Monitor ),73915,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3052,Departure Flight Menu,[1]002_BM6.0_Gui Validations_Only Flight info_Flight monitor,73916,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3053,Departure Flight Menu,[1]004_Validate Every  Bag count filed  at  Flight Monitor Screen,73917,8516,WS_Departure Flight_Flight Monitor,0,0,0,0,0,0,0
3054,BHE & HOLD_BAG Menu,[1]QC_3149_001_WS_ Verify the alert column in Tracking Inventory Enquiry_ Track Bag from HHT,73955,8517,QC_3149_WS_ Verify the alert column in Tracking Inventory Enquiry_ Track Bag from HHT,0,0,0,0,0,0,0
3055,BHE & HOLD_BAG Menu,[1]QC_3149_002_WS_ Verify the alert column in Tracking Inventory Enquiry,73956,8517,QC_3149_WS_ Verify the alert column in Tracking Inventory Enquiry_ Track Bag from HHT,0,0,0,0,0,0,0
3056,Change Request_Old CR,[1]CR_4137_002_HHT_Departure Flight_BHE and Hold List _verify that when selecting the print option for multiple CS then all the CS should be printed on one pdf,76463,8518,"QC_4137_WS & HHT>> CS. If user wants multiple CS (i.e. count>1)  CS prints to be generated in one report (pdf), not each CS as an individual reports as at present",0,0,0,0,0,0,0
3057,BHE & HOLD_BAG Menu,[1]QC_4628_001_WS_Tracking Inventory Enquiry_Verify that when the location of the bag changes then tracking inventory should also be updated,74017,8519,QC_4628_WS_Tracking Inventory Enquiry_Verify that when the location of the bag changes then tracking inventory should also be updated,0,0,0,0,0,0,0
3058,BHE & HOLD_BAG Menu,[1]QC_4628_002_WS_Tracking Inventory Enquiry_Verify that location of the bag should be removed once the bag is loaded after track scan,74018,8519,QC_4628_WS_Tracking Inventory Enquiry_Verify that when the location of the bag changes then tracking inventory should also be updated,4,0,0,1,1,0,0
3059,Bag Menu,[1]QC_4628_002_WS_Tracking Inventory Enquiry_Verify that location of the bag should be removed once the bag is loaded after track scan,74018,8519,QC_4628_WS_Tracking Inventory Enquiry_Verify that when the location of the bag changes then tracking inventory should also be updated,4,0,0,1,1,0,0
3060,BHE & HOLD_BAG Menu,[1]QC_4628_003_WS_Tracking Inventory Enquiry_Verify the Remove Bag functionality,74019,8519,QC_4628_WS_Tracking Inventory Enquiry_Verify that when the location of the bag changes then tracking inventory should also be updated,4,0,0,1,1,0,0
3061,Bag Menu,[1]QC_4628_003_WS_Tracking Inventory Enquiry_Verify the Remove Bag functionality,74019,8519,QC_4628_WS_Tracking Inventory Enquiry_Verify that when the location of the bag changes then tracking inventory should also be updated,4,0,0,1,1,0,0
3062,Change Request_Old CR,[1]CR_4156_001_Verify the Secondary code in the J Element of the BPM when the bag is tracked,76464,8520,QC_4156_Sending BPM. The .J element needs to be in the message,0,0,0,0,0,0,0
3063,Change Request_Old CR,[1]CR_4184_4215_001_HHT_Verify that User is able to load an onward econ bag with same dest as of CS into Local BHE,76465,8521,QC_4184_IWS >> Allow user to use CS template on active flights,0,0,0,0,0,0,0
3064,Change Request_Old CR,[1]CR_4184_4215_002_HHT_Verify that User is able to load an onward econ bag with diff dest as of CS into Local BHE,76466,8521,QC_4184_IWS >> Allow user to use CS template on active flights,0,0,0,0,0,0,0
3065,Change Request_Old CR,[1]CR_4191_001_Create the bag with atleast 3 onward connections and verify the bag details at HHT _Bag Enquiry screen and verify  all the onward connection details,76467,8522,QC_4191_HHT>Bag Enquiry.  Provide option F4 to display the onward flight details,0,0,0,0,0,0,0
3066,Change Request_Old CR,[1]CR_4206_003_HHT_Reflight Bag(s)_Reflight more than one bag and print only one bag,76480,8523,"QC_4206_IWS>Reflight Bag. If a RUSH tag is already printed (i.e. pre-printed), no tag should be printed by BagManager",0,0,0,0,0,0,0
3067,Change Request_Old CR,[1]CR_4381_3178_003_HHT_Verify that Bag Enquire event is not recorded when user enter tag number on Re-flight bag screen,76471,8524,"QC_4381_IWS>Reflight Bags.   If user enters a tag number in the Reflight Bag Screen, a Enquire Bag event is added, incorrectly,  to the bag history",0,0,0,0,0,0,0
3068,Change Request_Old CR,"[1]CR_4381_3178_004_HHT_Verify that when user enter tag number on Re-flight bag screen, Bag Enquire event is not recorded in activity reporting screen in WS",76472,8524,"QC_4381_IWS>Reflight Bags.   If user enters a tag number in the Reflight Bag Screen, a Enquire Bag event is added, incorrectly,  to the bag history",0,0,0,0,0,0,0
3069,Change Request_Old CR,[1]CR_4385_3721_001_HHT_Bags_Reflight an Unknown bag along with a known Ok bag _ Verify that bags should get re-flighted,76473,8525,"QC_4385_IWS>Reflight Bags. User is able to Reflight an Unknown bag along with a known bag but when reflighting a single unknown bag, application gives an error message and reflight fails",0,0,0,0,0,0,0
3070,Change Request_Old CR,"[1]CR_4386_3734_001_HHT_Reflight Bags_Verify that system correctly suggests flights  when changing the destination of Outbound flight, according to destination of outbound flight",76474,8526,"QC_4386_IWS>Bag>Reflight bags: When user changes the destination of the outbound flight,  instead of displaying suggested flights to new destination. it display flights to the previous destination",0,0,0,0,0,0,0
3071,Change Request_Old CR,[1]CR_4389_4036_003_HHT_Reflight a bag to a non existing flight with pressing Enter button _verify that system should detect that Outbound flight is non existing,76475,8527,"QC_4389_IWS>Bags>Reflight Bag.  After entering a non-existing flight in ""Outbound flight""  without pressing 'Enter', if the bag is reflighted the system does not detect that flight does not exist",0,0,0,0,0,0,0
3072,Change Request_Old CR,[1]CR_4393_4202_001_HHT_Enter Valid flight and Date in onward flight_ Verify that date validation should done after entering the onward date _reflight bag,76476,8528,QC_4393_IWS>Reflight Bag.  Fix date validation of 1st onward flight,0,0,0,0,0,0,0
3073,Change Request_Old CR,[1]CR_4393_4202_002_ HHT_Enter valid flight and invalid Date in onward flight _ Verify that System should display the red box around the Date data field after the wrong date is entered in onward flight _reflight bag,76477,8528,QC_4393_IWS>Reflight Bag.  Fix date validation of 1st onward flight,0,0,0,0,0,0,0
3074,Change Request_Old CR,[1]CR_4393_4202_003_ HHT_Enter invalid date in onward flight_ red box is display _then enter correct date _Verify that red box is get cleared from date field _reflight bag,76478,8528,QC_4393_IWS>Reflight Bag.  Fix date validation of 1st onward flight,0,0,0,0,0,0,0
3075,Change Request_Old CR,[1]CR_4398_4207_002_HHT_Bag_Reflight Bag_Reflight the bags with different destination,76481,8529,QC_4398_IWS>Reflight Bag.  Prevent adding a second bag for reflighting that is going to a different destination.,0,0,0,0,0,0,0
3076,WS_Reflight_UnknownTagless_FlightStatusCode,[1]CR_4399_4209_001_WS_Bag_Reflight Bag_Verify that when reflighting an unknown bag tag then it should not require original flght details,8388,8530,QC_4399_IWS>Reflight Bag.  Tagless or UNK tags should not require entry of an original flight id,15,0,244,2,3,0,1
3077,WS_Reflight_UnknownTagless_FlightStatusCode,[1]CR_4399_4209_002_WS_Bag_Reflight Bag_Verify that when reflighting an tagless bag then it should not require original flght details,8389,8530,QC_4399_IWS>Reflight Bag.  Tagless or UNK tags should not require entry of an original flight id,16,0,490,2,3,0,1
3078,BIM,[1]CR_ 2226_ 001_ Verify the S element in outgoing BIM after loading a bag with Active status in positioned BHE,73946,8531,"QC_2226_Bag ""Active"" Status is not added to the BPM even though it was sent initially in the BSM",0,0,0,0,0,0,0
3079,BIM,"[1]CR_ 2226_ 003_ Verify the S element in outgoing BIM after tracking a bag, with Active status",73948,8531,"QC_2226_Bag ""Active"" Status is not added to the BPM even though it was sent initially in the BSM",0,0,0,0,0,0,0
3080,BIM,"[1]CR_ 2226_ 005_ Verify the S element in outgoing BIM after offloading a bag, with Active status",73950,8531,"QC_2226_Bag ""Active"" Status is not added to the BPM even though it was sent initially in the BSM",0,0,0,0,0,0,0
3081,BIM,"[1]CR_ 2226_ 006_ Verify the S element in outgoing BIM after offloading a bag, with Inactive status",73951,8531,"QC_2226_Bag ""Active"" Status is not added to the BPM even though it was sent initially in the BSM",0,0,0,0,0,0,0
3082,BIM,[1]CR_4451_001_Verify the bag details in database_Process BTM with complete W element,73926,8532,QC_4451_BIM Processing> .W element.   Extra fields to be stored for future use,0,0,0,0,0,0,0
3083,BIM,[1]CR_4451_003_Verify the bag details in database_Process BTM with W element but without checked weight,73927,8532,QC_4451_BIM Processing> .W element.   Extra fields to be stored for future use,0,0,0,0,0,0,0
3084,BIM,[1]CR_4451_005_Verify the bag details in database_Process BSM with W element with weight unit_number of checked bags_Checked weight,73928,8532,QC_4451_BIM Processing> .W element.   Extra fields to be stored for future use,0,0,0,0,0,0,0
3085,BIM,[1]CR_4451_007_Verify the bag details in database_Process BPM with complete W element,73929,8532,QC_4451_BIM Processing> .W element.   Extra fields to be stored for future use,0,0,0,0,0,0,0
3086,BIM,[1]CR_4451_009_Verify the bag details in database_Process BPM with W element but without checked weight,73930,8532,QC_4451_BIM Processing> .W element.   Extra fields to be stored for future use,0,0,0,0,0,0,0
3087,BIM,[1]CR_4451_011_Verify the bag details in database_Process BMM with W element with weight unit_number of checked bags_Checked weight,73931,8532,QC_4451_BIM Processing> .W element.   Extra fields to be stored for future use,0,0,0,0,0,0,0
3088,Change Request_Old CR,[1]CR_4400_4210_002__HHT_Reflight Bag_Verify that while reflighting  if we manually enter the flight then system should allow to enter the WTR details,76483,8533,"QC_4400_-IWS>Reflight Bag.  If the reflight flight number is manually entered, ensure a FWD can be sent",0,0,0,0,0,0,0
3089,BHE & HOLD_BAG Menu,[1]QC_6390_IT_003_Verify the audit_in_BHE Enquiry_when Create_Assign_Position BHE,73869,8535,WS_BHE & Hold,4,0,0,3,1,0,0
3090,Performance,[1]QC_6390_IT_003_Verify the audit_in_BHE Enquiry_when Create_Assign_Position BHE,73869,8535,WS_BHE & Hold,4,0,0,3,1,0,0
3091,BHE & HOLD_BAG Menu,[1]QC_6390_IT_004_Verify the audit_in_HOLD Enquiry_when Create_Merge,73870,8535,WS_BHE & Hold,7,0,0,3,1,0,0
3092,BHE and Hold,[1]QC_6390_IT_004_Verify the audit_in_HOLD Enquiry_when Create_Merge,73870,8535,WS_BHE & Hold,7,0,0,3,1,0,0
3093,Performance,[1]QC_6390_IT_004_Verify the audit_in_HOLD Enquiry_when Create_Merge,73870,8535,WS_BHE & Hold,7,0,0,3,1,0,0
3094,BHE & HOLD_BAG Menu,[1]CR_4499_001_WS_Verify that system should display the details of 11 character BHE ID when enquiring BHE using hyperlink,73932,8535,WS_BHE & Hold,0,0,0,0,0,0,0
3095,BHE & HOLD_BAG Menu,[1]CR_4499_002_WS_Verify that system should display the details of 11 character BHE ID when enquiring BHE manually,73933,8535,WS_BHE & Hold,4,0,0,3,1,0,0
3096,Performance,[1]CR_4499_002_WS_Verify that system should display the details of 11 character BHE ID when enquiring BHE manually,73933,8535,WS_BHE & Hold,4,0,0,3,1,0,0
