age,job,marital,education,default,balance
33,blue-collar,married,secondary,no,745
48,management,single,tertiary,no,8106
33,management,single,tertiary,no,0
67,retired,married,unknown,no,696
48,unemployed,divorced,secondary,no,1266
57,management,married,tertiary,no,2416
31,housemaid,married,primary,no,25
30,student,single,tertiary,no,7513
56,entrepreneur,divorced,primary,no,29
26,blue-collar,married,primary,no,5116
44,management,married,secondary,no,-1746
44,technician,divorced,secondary,no,14
31,management,married,tertiary,no,4148
47,self-employed,married,unknown,no,14
30,admin.,single,secondary,no,105
37,management,married,tertiary,no,767
56,admin.,divorced,primary,no,0
43,management,single,secondary,no,-228
42,services,married,secondary,no,508
60,management,married,secondary,no,725
34,blue-collar,married,unknown,no,41
34,management,single,tertiary,no,184
41,management,married,tertiary,no,251
38,management,divorced,secondary,no,-17
23,services,married,secondary,no,-19
33,management,married,tertiary,no,1064
36,blue-collar,married,secondary,no,777
49,unemployed,married,tertiary,no,377
34,admin.,divorced,secondary,no,479
40,technician,divorced,secondary,no,-375
72,retired,married,primary,no,796
43,technician,married,secondary,no,17
44,blue-collar,married,secondary,no,1071
35,admin.,married,secondary,no,0
46,admin.,divorced,secondary,no,7378
55,admin.,married,secondary,no,865
50,technician,divorced,secondary,no,-701
23,blue-collar,single,unknown,no,817
34,student,married,unknown,no,1387
40,blue-collar,married,secondary,no,0
61,retired,married,secondary,no,2917
53,technician,married,secondary,no,4541
57,technician,married,secondary,no,0
28,blue-collar,married,secondary,no,4287
25,admin.,married,secondary,no,242
38,blue-collar,married,secondary,no,171
27,services,single,secondary,no,259
45,blue-collar,married,secondary,no,827
31,services,single,secondary,no,469
39,blue-collar,married,primary,no,2226
42,technician,married,secondary,no,0
46,management,married,tertiary,no,477
36,services,married,secondary,no,42
30,management,single,tertiary,no,775
32,blue-collar,married,secondary,no,9
52,technician,married,tertiary,no,2557
31,management,married,tertiary,no,2395
60,management,married,primary,no,4895
35,blue-collar,single,secondary,no,376
38,management,married,tertiary,no,389
46,management,divorced,tertiary,no,134
45,entrepreneur,divorced,tertiary,no,1273
59,services,married,secondary,no,0
34,management,married,tertiary,no,2892
33,technician,divorced,secondary,no,0
46,management,single,secondary,no,295
48,admin.,married,secondary,no,292
31,services,single,secondary,no,85
32,technician,married,secondary,no,4
35,blue-collar,divorced,primary,no,-587
36,blue-collar,single,primary,no,367
52,management,married,tertiary,no,-1224
45,management,divorced,tertiary,no,959
34,management,married,tertiary,no,0
25,blue-collar,married,primary,yes,-589
26,management,single,tertiary,no,-8
57,management,married,unknown,no,0
48,management,married,primary,no,247
48,technician,married,unknown,no,5543
32,blue-collar,married,primary,no,642
58,retired,married,secondary,no,11
57,management,married,primary,no,-226
31,entrepreneur,married,tertiary,no,5191
33,blue-collar,single,secondary,no,-320
53,entrepreneur,married,tertiary,no,2289
36,admin.,married,secondary,no,725
32,technician,single,tertiary,no,705
45,blue-collar,married,secondary,no,776
35,unemployed,married,tertiary,no,816
41,services,married,secondary,no,171
54,services,married,secondary,no,812
49,services,married,secondary,no,823
28,technician,single,secondary,no,1453
24,blue-collar,single,unknown,no,431
30,admin.,single,secondary,no,1009
32,self-employed,married,primary,no,286
53,entrepreneur,married,tertiary,no,22370
42,blue-collar,married,primary,no,2111
48,blue-collar,married,primary,no,5366
33,technician,married,secondary,no,181
31,blue-collar,divorced,secondary,no,-452
56,unemployed,divorced,primary,no,1770
58,retired,married,primary,no,0
37,admin.,single,secondary,no,-296
59,management,married,primary,no,2358
50,management,single,tertiary,no,1200
39,housemaid,single,primary,no,109
30,technician,married,secondary,no,616
47,services,divorced,secondary,no,4906
44,self-employed,married,secondary,no,313
38,blue-collar,married,primary,no,290
50,management,married,tertiary,no,1240
27,admin.,single,tertiary,no,3672
73,retired,married,secondary,no,19
46,blue-collar,married,primary,no,143
56,retired,divorced,secondary,no,212
36,management,married,tertiary,no,9
33,blue-collar,married,primary,no,3074
40,management,married,tertiary,no,1734
52,management,married,tertiary,no,575
51,blue-collar,married,secondary,no,397
33,blue-collar,married,secondary,no,640
54,services,married,secondary,no,158
44,management,married,secondary,no,2984
50,entrepreneur,married,secondary,no,1011
45,blue-collar,single,secondary,no,0
36,management,married,tertiary,no,1133
42,technician,married,secondary,no,4945
37,technician,married,secondary,no,712
28,services,single,secondary,no,-427
56,admin.,married,secondary,no,2146
59,admin.,married,secondary,no,92
32,unemployed,married,secondary,no,10
57,retired,married,primary,no,1238
49,admin.,single,secondary,no,981
56,entrepreneur,married,unknown,no,575
48,admin.,divorced,unknown,no,-70
27,student,single,tertiary,no,3733
31,management,single,tertiary,no,574
28,blue-collar,single,secondary,no,43
36,management,married,tertiary,no,428
58,housemaid,married,primary,no,0
46,admin.,married,secondary,no,0
32,management,single,tertiary,no,474
39,services,married,secondary,no,-540
35,self-employed,married,tertiary,no,560
31,management,married,tertiary,no,325
29,management,single,tertiary,no,437
48,blue-collar,married,primary,no,574
60,retired,married,primary,no,0
74,retired,married,secondary,no,935
30,services,married,secondary,no,699
52,admin.,single,primary,no,0
24,blue-collar,married,secondary,no,-220
29,services,married,secondary,no,11417
33,housemaid,married,primary,no,212
34,blue-collar,married,secondary,no,67
45,admin.,divorced,secondary,no,0
31,blue-collar,married,secondary,no,0
45,technician,married,secondary,no,1673
27,services,married,secondary,no,-1202
30,management,single,tertiary,no,4213
45,blue-collar,married,primary,no,0
57,blue-collar,married,secondary,no,1521
34,management,married,tertiary,no,1310
40,admin.,married,secondary,no,0
39,management,married,tertiary,no,399
46,technician,married,tertiary,no,405
55,management,divorced,tertiary,no,9756
25,management,single,tertiary,no,2506
34,management,married,tertiary,no,697
37,blue-collar,married,primary,no,403
64,retired,divorced,tertiary,no,890
45,technician,divorced,secondary,no,809
57,housemaid,married,secondary,no,158
21,student,single,unknown,no,137
58,housemaid,married,secondary,no,2705
41,blue-collar,single,secondary,no,75
41,management,married,unknown,no,2457
58,management,married,tertiary,no,541
33,management,married,tertiary,no,287
32,management,married,tertiary,no,273
44,services,divorced,secondary,no,0
47,unknown,married,unknown,no,677
41,self-employed,married,primary,no,340
54,technician,married,tertiary,no,98
47,technician,divorced,tertiary,no,477
32,management,single,tertiary,no,2629
59,housemaid,married,tertiary,no,0
29,technician,single,tertiary,no,2325
48,services,married,secondary,yes,-20
32,technician,single,secondary,no,230
46,management,divorced,secondary,no,-852
31,blue-collar,single,primary,no,-280
53,blue-collar,married,secondary,no,25
34,technician,single,tertiary,no,9851
48,services,single,unknown,no,5095
32,technician,married,secondary,no,687
31,management,married,secondary,no,1368
27,blue-collar,single,primary,no,-179
60,admin.,married,secondary,no,-396
34,blue-collar,single,tertiary,no,1011
52,self-employed,married,secondary,no,9
48,blue-collar,married,secondary,no,1159
45,technician,married,primary,no,-322
54,technician,divorced,secondary,no,1114
52,services,married,secondary,no,2072
47,entrepreneur,married,tertiary,no,459
54,unknown,married,secondary,no,1157
34,blue-collar,married,secondary,no,8309
39,technician,single,tertiary,no,1043
46,technician,married,secondary,no,2098
26,unemployed,single,secondary,no,461
37,technician,single,secondary,no,61
47,blue-collar,married,secondary,no,1203
35,technician,married,secondary,no,1067
57,unemployed,married,primary,no,0
34,management,married,tertiary,no,1657
47,technician,married,secondary,no,1219
27,technician,married,secondary,no,7
40,blue-collar,married,secondary,no,-839
39,technician,married,secondary,no,994
36,entrepreneur,married,tertiary,no,6
42,technician,single,secondary,no,0
23,blue-collar,single,primary,no,8627
34,management,married,tertiary,no,133
34,blue-collar,married,secondary,no,247
49,services,married,secondary,no,1114
57,blue-collar,married,primary,no,1592
59,retired,married,unknown,no,0
57,admin.,married,tertiary,no,46
34,blue-collar,married,secondary,no,1221
61,management,married,secondary,no,985
35,blue-collar,divorced,secondary,no,0
42,management,married,tertiary,no,520
57,services,married,tertiary,no,10
42,blue-collar,married,secondary,no,2157
53,retired,married,secondary,no,6095
63,retired,married,tertiary,no,133
47,self-employed,married,secondary,no,1121
54,services,married,secondary,no,88
45,admin.,married,secondary,no,0
28,management,single,tertiary,no,-328
58,unemployed,married,secondary,no,610
48,management,single,tertiary,no,414
35,management,divorced,tertiary,no,0
37,self-employed,married,tertiary,no,0
37,blue-collar,married,secondary,no,685
37,management,married,primary,no,22856
25,services,single,secondary,no,-352
58,blue-collar,married,secondary,no,602
52,management,married,secondary,no,-588
19,student,single,secondary,no,302
59,blue-collar,married,secondary,no,5314
41,technician,married,secondary,no,64
34,technician,single,tertiary,no,632
35,technician,single,secondary,no,5731
41,technician,married,secondary,no,902
28,blue-collar,single,secondary,no,6307
53,management,divorced,secondary,no,112
35,services,married,secondary,no,0
33,admin.,single,tertiary,no,621
37,technician,single,secondary,no,435
32,technician,married,secondary,no,782
32,blue-collar,married,secondary,no,478
54,services,married,unknown,no,7864
44,blue-collar,married,secondary,no,1910
36,technician,divorced,tertiary,no,1174
56,admin.,married,secondary,no,1270
30,management,single,tertiary,no,18
36,blue-collar,married,secondary,no,141
43,management,married,tertiary,no,2886
40,technician,married,secondary,no,2715
32,technician,single,tertiary,no,1100
34,blue-collar,married,secondary,no,516
37,services,married,secondary,no,1
28,admin.,single,secondary,no,775
35,unknown,married,primary,no,634
53,blue-collar,single,secondary,no,5715
60,admin.,married,unknown,no,1088
40,entrepreneur,married,secondary,no,1532
57,retired,married,primary,no,75
29,technician,single,secondary,no,103
44,blue-collar,married,primary,no,134
41,admin.,single,secondary,no,748
47,technician,married,secondary,no,1990
43,technician,married,tertiary,no,192
37,technician,single,secondary,no,267
34,technician,single,tertiary,no,586
30,blue-collar,single,secondary,no,648
57,entrepreneur,divorced,secondary,yes,25
26,admin.,single,secondary,no,96
34,management,married,tertiary,no,1116
46,technician,divorced,secondary,no,-90
38,entrepreneur,married,tertiary,no,170
37,technician,single,secondary,no,3665
28,management,single,tertiary,no,2380
57,blue-collar,married,primary,no,179
39,management,married,tertiary,no,763
49,services,married,secondary,no,320
38,technician,married,secondary,no,1960
27,blue-collar,married,secondary,no,818
30,admin.,married,secondary,no,2678
38,admin.,married,tertiary,no,1980
36,management,married,tertiary,no,1582
38,retired,single,unknown,no,62
59,housemaid,married,primary,no,235
37,management,married,tertiary,no,489
29,self-employed,married,tertiary,no,3931
43,blue-collar,married,secondary,no,699
33,technician,married,secondary,no,58
54,housemaid,divorced,secondary,no,1327
55,services,married,secondary,no,557
32,technician,single,tertiary,no,741
48,management,married,primary,no,3230
33,management,single,tertiary,no,1439
46,admin.,married,secondary,no,120
44,management,married,tertiary,no,1058
47,blue-collar,married,primary,no,881
38,technician,married,secondary,no,6728
80,retired,married,secondary,no,462
40,self-employed,married,secondary,no,167
43,entrepreneur,married,tertiary,no,1574
32,technician,single,tertiary,no,1625
39,management,married,tertiary,no,562
33,technician,married,secondary,no,9305
31,technician,single,secondary,no,35
36,management,single,tertiary,no,0
35,management,single,tertiary,no,2486
25,services,single,secondary,no,368
33,management,single,secondary,no,1558
23,blue-collar,single,primary,no,8627
31,management,single,tertiary,no,2590
36,management,married,tertiary,no,0
44,technician,single,tertiary,no,900
31,management,single,tertiary,no,385
55,blue-collar,married,primary,no,1649
51,housemaid,divorced,secondary,no,9228
36,admin.,married,secondary,no,0
27,unemployed,single,tertiary,no,1
40,services,married,secondary,no,771
49,services,married,secondary,no,280
59,retired,married,primary,no,46
32,management,married,tertiary,no,2431
42,retired,single,tertiary,no,308
35,management,divorced,tertiary,no,160
29,blue-collar,single,secondary,no,555
29,technician,single,secondary,no,778
37,blue-collar,single,secondary,no,48
49,admin.,married,primary,no,169
51,services,divorced,secondary,no,12
61,housemaid,married,primary,no,848
43,management,married,secondary,no,481
42,services,married,tertiary,no,12223
24,blue-collar,married,secondary,no,-254
46,self-employed,married,tertiary,no,1148
23,admin.,single,secondary,no,5
26,services,single,secondary,no,50
43,blue-collar,divorced,primary,no,92
35,technician,single,tertiary,no,470
38,technician,married,secondary,no,0
56,unemployed,divorced,primary,no,109
31,services,married,secondary,no,440
32,management,single,tertiary,no,0
28,services,single,secondary,no,2685
26,admin.,divorced,secondary,yes,-3
49,management,married,tertiary,no,7007
33,admin.,married,secondary,no,220
80,retired,married,primary,no,1548
40,blue-collar,married,secondary,no,326
42,technician,divorced,secondary,no,0
46,blue-collar,married,secondary,no,123
32,management,single,tertiary,no,697
37,services,single,tertiary,no,223
32,student,married,secondary,no,1694
53,management,married,tertiary,no,4446
39,management,married,tertiary,no,894
31,technician,divorced,secondary,no,202
34,management,single,tertiary,no,0
44,technician,married,tertiary,no,1707
35,technician,married,secondary,no,13658
39,admin.,married,secondary,no,406
55,services,married,secondary,no,96
34,housemaid,married,secondary,no,0
39,technician,married,tertiary,no,-276
58,retired,married,secondary,no,413
37,blue-collar,married,primary,no,655
56,retired,divorced,primary,no,694
32,admin.,single,secondary,no,10218
41,technician,single,tertiary,no,1646
29,admin.,single,tertiary,no,14
44,management,married,tertiary,no,7635
24,blue-collar,married,secondary,no,9
43,management,single,secondary,no,1029
26,admin.,married,tertiary,no,2855
39,admin.,married,secondary,no,260
49,blue-collar,married,secondary,no,2039
52,blue-collar,divorced,primary,no,-97
33,blue-collar,married,tertiary,no,1465
30,blue-collar,married,secondary,no,125
32,technician,single,tertiary,no,930
27,management,single,tertiary,no,0
58,blue-collar,married,primary,no,73
46,retired,married,primary,no,-35
28,management,single,tertiary,no,1351
39,services,married,primary,no,1601
41,services,married,unknown,no,88
38,services,married,secondary,no,435
50,unemployed,divorced,secondary,no,717
56,services,married,secondary,no,705
34,technician,married,secondary,no,1553
33,blue-collar,divorced,secondary,no,-131
61,technician,married,secondary,no,1191
36,admin.,single,secondary,no,47
34,technician,married,tertiary,no,544
36,blue-collar,married,secondary,no,688
45,management,married,tertiary,no,242
27,student,single,tertiary,no,118
45,admin.,married,secondary,no,-388
40,self-employed,married,tertiary,no,1603
36,management,single,secondary,no,1511
46,blue-collar,married,primary,no,147
37,entrepreneur,married,tertiary,no,836
36,technician,married,secondary,no,55
37,admin.,married,secondary,no,1123
22,student,single,tertiary,no,691
51,services,married,secondary,no,0
49,technician,married,secondary,no,12531
35,management,married,tertiary,no,552
50,housemaid,married,primary,no,0
31,services,married,tertiary,no,309
47,services,single,secondary,no,33
59,blue-collar,married,secondary,no,681
32,blue-collar,married,secondary,no,1787
71,retired,married,tertiary,no,14220
31,management,single,tertiary,no,12569
41,blue-collar,married,primary,no,4
35,blue-collar,married,primary,no,3587
36,management,married,tertiary,no,254
46,blue-collar,divorced,primary,no,1712
46,blue-collar,married,secondary,no,4855
47,technician,married,tertiary,no,2408
35,management,single,tertiary,no,252
37,blue-collar,married,secondary,no,346
56,admin.,married,secondary,no,45
46,admin.,married,secondary,no,556
44,management,divorced,tertiary,no,-710
48,technician,single,tertiary,no,-551
28,blue-collar,single,secondary,no,56
38,entrepreneur,married,tertiary,no,1514
34,management,single,tertiary,no,178
56,technician,married,secondary,no,359
55,retired,divorced,secondary,no,1580
44,blue-collar,divorced,secondary,no,221
38,technician,married,tertiary,no,1161
53,retired,married,secondary,no,1278
41,admin.,single,tertiary,no,982
34,technician,single,secondary,no,16
34,management,single,tertiary,no,1
35,services,married,secondary,no,128
38,entrepreneur,single,secondary,no,2543
42,entrepreneur,married,tertiary,no,42045
56,blue-collar,married,primary,no,828
37,management,divorced,tertiary,no,0
47,housemaid,married,secondary,no,3940
29,blue-collar,married,secondary,no,125
41,management,married,tertiary,no,140
43,technician,single,secondary,no,593
38,self-employed,married,secondary,no,746
31,technician,married,secondary,no,589
32,management,single,tertiary,no,2343
40,management,married,tertiary,no,294
45,admin.,married,secondary,no,644
43,management,married,secondary,no,-26
27,services,single,secondary,no,3354
33,management,single,tertiary,no,23
37,admin.,married,secondary,no,7
60,admin.,married,secondary,no,3735
51,self-employed,married,unknown,no,2094
44,blue-collar,married,secondary,no,508
48,management,married,unknown,no,0
57,blue-collar,married,primary,no,93
29,technician,single,tertiary,no,0
50,services,married,secondary,no,26394
36,services,married,secondary,no,-11
49,technician,married,tertiary,no,523
49,technician,married,secondary,yes,-74
35,management,married,tertiary,no,0
39,technician,single,secondary,no,122
34,blue-collar,married,primary,no,351
57,self-employed,married,secondary,no,35
37,technician,divorced,secondary,no,2610
25,services,single,secondary,no,64
43,blue-collar,married,primary,no,60
37,blue-collar,married,secondary,no,342
36,blue-collar,single,tertiary,no,1830
49,management,divorced,tertiary,no,1904
38,management,single,tertiary,no,16957
39,management,divorced,tertiary,no,26
40,management,married,tertiary,no,0
34,admin.,married,secondary,no,79
39,blue-collar,married,primary,no,2303
53,blue-collar,married,secondary,no,65
44,management,married,tertiary,no,332
32,technician,divorced,secondary,no,-399
50,technician,divorced,secondary,no,-54
29,services,married,primary,no,-102
55,unemployed,married,tertiary,no,4809
73,retired,married,primary,no,279
52,technician,married,secondary,no,11
49,services,married,secondary,no,2201
63,retired,married,primary,no,8044
34,admin.,married,secondary,no,2374
32,admin.,single,secondary,no,92
49,housemaid,married,tertiary,no,443
40,blue-collar,married,primary,no,1397
53,entrepreneur,married,unknown,no,7
53,technician,married,tertiary,no,3177
43,blue-collar,married,primary,no,232
35,management,single,secondary,no,81
35,services,single,secondary,no,414
25,student,single,tertiary,no,1433
31,technician,single,unknown,no,187
48,management,married,tertiary,no,0
40,housemaid,married,secondary,no,4610
46,blue-collar,married,primary,no,1429
30,services,single,secondary,no,334
47,services,married,secondary,no,2
23,services,single,secondary,no,500
29,technician,married,tertiary,no,43
38,technician,married,secondary,no,4030
56,housemaid,married,primary,no,306
52,admin.,married,secondary,no,0
55,retired,married,secondary,no,168
43,entrepreneur,married,tertiary,no,210
34,blue-collar,married,secondary,no,518
43,management,single,tertiary,no,1696
55,services,married,secondary,no,-31
34,blue-collar,married,secondary,no,856
34,management,single,tertiary,no,318
43,self-employed,married,tertiary,no,64
39,blue-collar,married,primary,no,800
39,technician,single,unknown,no,75
34,technician,single,secondary,no,347
55,management,married,tertiary,no,2366
67,retired,married,tertiary,no,701
34,entrepreneur,married,tertiary,no,475
47,blue-collar,married,secondary,no,3285
33,blue-collar,married,primary,no,925
45,entrepreneur,married,secondary,no,128
36,blue-collar,married,secondary,no,1587
59,technician,divorced,secondary,no,879
33,services,married,secondary,no,478
52,technician,divorced,secondary,no,280
53,blue-collar,married,primary,no,1868
41,unemployed,married,primary,no,819
45,blue-collar,married,secondary,no,4646
60,self-employed,single,secondary,no,27
32,blue-collar,married,secondary,no,736
28,management,single,tertiary,no,224
31,technician,single,secondary,no,2544
53,blue-collar,married,secondary,no,427
58,management,married,tertiary,no,2764
38,blue-collar,married,secondary,no,376
46,management,married,tertiary,no,523
53,entrepreneur,married,tertiary,no,71
56,retired,married,secondary,no,3948
52,services,single,secondary,no,1810
38,technician,married,secondary,no,994
37,services,married,primary,no,52
37,blue-collar,married,primary,no,11
37,technician,married,secondary,yes,0
66,retired,married,primary,no,747
44,blue-collar,married,primary,no,2657
61,retired,married,secondary,no,313
34,admin.,married,secondary,no,61
33,admin.,single,secondary,no,2557
30,services,divorced,secondary,no,0
27,services,divorced,secondary,no,10
37,services,married,secondary,no,658
38,blue-collar,married,primary,no,1679
35,management,single,tertiary,no,0
50,technician,married,secondary,no,841
39,management,married,secondary,no,0
35,management,married,secondary,no,1160
36,admin.,divorced,secondary,no,-37
28,services,single,secondary,no,94
39,self-employed,married,tertiary,no,585
39,self-employed,married,secondary,no,235
30,blue-collar,single,secondary,no,2145
32,services,married,secondary,no,1464
28,technician,married,secondary,no,232
47,technician,married,primary,no,187
53,management,married,tertiary,no,12
57,blue-collar,married,primary,no,318
47,services,married,secondary,no,405
56,management,married,tertiary,no,334
38,admin.,married,primary,no,0
52,blue-collar,married,primary,no,2
46,technician,married,secondary,no,966
57,blue-collar,married,primary,yes,195
42,blue-collar,divorced,unknown,no,0
57,unemployed,married,secondary,no,0
51,housemaid,married,secondary,no,260
53,self-employed,married,tertiary,no,451
37,blue-collar,married,primary,no,3242
47,self-employed,divorced,secondary,no,8515
48,management,married,tertiary,no,1808
39,blue-collar,married,primary,no,20
42,blue-collar,married,secondary,no,3068
36,management,married,tertiary,no,23
34,technician,single,secondary,no,1076
61,retired,married,primary,no,1060
32,admin.,single,secondary,no,678
35,blue-collar,single,primary,no,1147
54,blue-collar,married,secondary,no,-630
31,management,married,tertiary,no,459
45,technician,divorced,secondary,no,976
32,housemaid,married,tertiary,no,357
52,unemployed,married,secondary,no,-9
36,admin.,single,secondary,no,1927
31,services,married,secondary,no,500
53,technician,married,secondary,no,9146
43,entrepreneur,married,secondary,no,59
47,housemaid,married,primary,no,0
46,blue-collar,married,primary,no,328
34,management,divorced,secondary,no,291
55,technician,single,tertiary,no,-703
23,admin.,single,secondary,no,589
75,blue-collar,married,secondary,no,6053
58,admin.,married,secondary,no,1142
35,admin.,married,secondary,no,725
27,management,married,tertiary,no,802
24,technician,married,secondary,no,556
48,admin.,married,secondary,no,191
31,technician,single,secondary,no,373
57,technician,married,secondary,no,6164
53,management,married,tertiary,no,37
42,blue-collar,married,primary,no,1156
50,entrepreneur,married,secondary,no,806
59,admin.,married,secondary,no,2381
38,services,married,secondary,no,-314
39,blue-collar,married,secondary,no,285
28,blue-collar,single,primary,no,1199
55,management,divorced,tertiary,no,481
33,technician,single,tertiary,no,137
36,blue-collar,single,secondary,no,168
38,admin.,divorced,secondary,no,156
28,admin.,single,secondary,no,4745
32,management,single,tertiary,no,11797
35,admin.,married,secondary,no,786
58,technician,married,primary,no,4015
30,services,married,secondary,no,0
33,blue-collar,married,secondary,no,331
36,blue-collar,married,secondary,no,1554
32,services,married,secondary,no,132
34,management,single,tertiary,no,5086
42,admin.,married,secondary,no,529
41,management,married,tertiary,no,4824
63,retired,married,secondary,no,474
38,admin.,divorced,tertiary,no,86
54,blue-collar,married,primary,no,2281
39,services,married,secondary,no,186
46,blue-collar,married,secondary,no,137
37,technician,married,tertiary,no,6968
76,retired,divorced,primary,no,86
28,management,single,unknown,no,81
33,services,married,primary,no,6904
46,self-employed,married,tertiary,no,137
30,student,single,secondary,no,25
60,management,married,tertiary,no,759
56,housemaid,married,tertiary,no,1922
24,student,single,unknown,no,3298
58,retired,married,secondary,no,764
79,retired,married,primary,no,8556
32,blue-collar,married,secondary,no,3514
33,services,married,primary,no,0
77,retired,married,primary,no,680
60,housemaid,married,primary,no,0
54,management,married,tertiary,no,2819
30,blue-collar,married,primary,no,-518
50,services,married,secondary,no,60
50,management,married,secondary,no,732
37,technician,married,secondary,no,2707
41,technician,married,tertiary,no,177
49,admin.,married,secondary,no,13229
41,blue-collar,married,primary,no,-204
40,technician,married,secondary,no,990
38,blue-collar,married,secondary,no,648
34,technician,married,secondary,no,50
49,entrepreneur,married,secondary,no,1916
72,retired,married,primary,no,763
34,blue-collar,married,secondary,no,470
31,technician,married,secondary,no,0
33,blue-collar,single,secondary,no,5739
31,management,married,tertiary,no,0
55,management,married,tertiary,no,-375
25,unemployed,married,secondary,no,157
34,management,married,tertiary,no,1518
53,management,married,tertiary,no,1343
39,management,single,tertiary,yes,-401
41,management,married,primary,no,5310
32,blue-collar,single,secondary,no,2285
29,admin.,married,secondary,no,22171
56,management,married,tertiary,no,856
19,student,single,unknown,no,1169
39,management,single,tertiary,no,3797
32,blue-collar,single,secondary,no,53
43,blue-collar,married,primary,no,2519
32,entrepreneur,married,primary,no,795
53,admin.,divorced,secondary,no,0
52,blue-collar,married,secondary,no,2087
43,technician,single,secondary,no,34
48,technician,married,secondary,no,5
27,technician,single,secondary,no,15
27,management,single,tertiary,no,390
51,management,married,unknown,no,712
39,admin.,single,tertiary,no,2600
33,blue-collar,married,secondary,no,-241
50,blue-collar,divorced,primary,no,1545
59,retired,divorced,secondary,no,1026
58,housemaid,married,primary,no,435
54,technician,married,tertiary,no,876
60,blue-collar,married,secondary,no,1801
38,management,married,tertiary,no,2278
39,blue-collar,married,unknown,no,157
40,admin.,married,secondary,no,1327
55,blue-collar,married,primary,no,284
36,management,married,tertiary,no,495
31,admin.,single,secondary,no,1588
38,services,married,secondary,no,0
52,management,married,secondary,no,428
45,admin.,married,primary,no,542
32,blue-collar,married,primary,no,66
58,blue-collar,divorced,secondary,no,314
35,management,married,tertiary,no,24
36,management,single,tertiary,no,613
55,retired,married,secondary,no,1467
45,blue-collar,married,secondary,no,192
49,management,married,secondary,no,321
44,blue-collar,married,secondary,no,788
37,blue-collar,divorced,secondary,no,48
35,blue-collar,married,secondary,no,262
36,blue-collar,married,secondary,no,4438
44,services,single,secondary,no,5045
32,blue-collar,single,tertiary,no,3014
56,management,married,tertiary,no,21664
32,management,married,tertiary,no,5878
35,entrepreneur,married,tertiary,no,2723
44,management,married,secondary,no,576
59,entrepreneur,married,primary,no,0
31,blue-collar,single,tertiary,no,2197
60,blue-collar,married,unknown,no,104
33,technician,single,secondary,no,1279
45,admin.,married,secondary,no,295
45,blue-collar,married,primary,no,2128
57,admin.,married,secondary,no,367
36,management,married,tertiary,no,1477
30,blue-collar,single,primary,no,71
30,admin.,single,secondary,no,127
59,unemployed,divorced,secondary,no,2921
58,management,married,tertiary,no,16264
49,retired,married,primary,no,1672
48,technician,married,tertiary,no,9207
28,technician,single,tertiary,no,356
59,management,divorced,primary,no,133
40,management,married,tertiary,no,1217
32,technician,divorced,secondary,no,202
58,blue-collar,married,secondary,no,590
28,self-employed,single,tertiary,no,442
27,technician,single,tertiary,no,808
38,management,single,tertiary,no,427
53,technician,married,tertiary,no,431
60,services,married,tertiary,no,4256
33,management,divorced,tertiary,no,0
52,services,divorced,secondary,no,238
64,retired,married,tertiary,no,846
40,blue-collar,single,secondary,no,3
52,admin.,married,secondary,no,693
28,student,single,secondary,no,0
49,management,married,secondary,no,362
28,technician,single,secondary,no,618
29,technician,single,tertiary,no,2893
87,retired,married,primary,no,230
37,management,divorced,secondary,no,1287
36,services,married,primary,no,179
35,self-employed,married,tertiary,no,980
33,admin.,married,tertiary,no,79
60,admin.,married,secondary,no,3043
25,management,single,tertiary,no,808
69,retired,married,secondary,no,745
41,student,married,secondary,no,1309
48,management,single,secondary,no,290
35,blue-collar,divorced,primary,no,1792
30,blue-collar,single,secondary,no,178
59,management,married,tertiary,no,0
32,management,single,tertiary,no,537
28,blue-collar,single,secondary,no,416
60,blue-collar,married,primary,no,1472
36,management,married,primary,no,3953
32,management,single,tertiary,no,112
34,management,divorced,tertiary,no,13204
58,blue-collar,married,secondary,no,0
53,management,married,unknown,no,2240
31,management,married,tertiary,no,22546
33,admin.,married,secondary,no,0
46,unemployed,divorced,primary,no,23
29,blue-collar,married,secondary,no,228
37,self-employed,married,secondary,no,215
58,blue-collar,married,primary,no,23
34,management,married,secondary,no,293
34,blue-collar,divorced,secondary,no,0
49,entrepreneur,married,primary,no,199
53,admin.,married,secondary,no,459
42,unemployed,married,secondary,no,8131
40,services,married,secondary,no,-378
30,blue-collar,single,primary,no,395
31,technician,divorced,secondary,no,10787
55,admin.,married,secondary,no,865
36,management,married,tertiary,no,340
31,blue-collar,single,secondary,no,1882
26,management,married,tertiary,no,265
31,admin.,married,secondary,no,389
49,admin.,married,secondary,no,0
54,management,married,tertiary,no,384
47,management,divorced,tertiary,no,94
61,management,married,secondary,no,1471
49,blue-collar,married,primary,no,937
51,technician,married,secondary,no,500
53,blue-collar,married,primary,no,25
35,management,married,tertiary,no,365
25,unemployed,single,secondary,no,34
79,retired,married,primary,no,429
53,technician,married,primary,no,6839
21,student,single,secondary,no,6
33,blue-collar,married,secondary,no,467
40,self-employed,divorced,secondary,no,1876
34,entrepreneur,married,secondary,no,1847
52,unknown,married,primary,no,247
27,admin.,married,secondary,no,897
57,services,divorced,secondary,no,4664
51,self-employed,divorced,secondary,no,1291
31,student,single,tertiary,no,64
49,unemployed,married,tertiary,no,-471
32,management,single,tertiary,no,1160
28,admin.,single,tertiary,no,14
33,blue-collar,married,secondary,no,26
50,blue-collar,married,unknown,no,452
